year	sexo	estud_gr	edad_gr	min_t	p20_t	p40_t	p60_t	p80_t	max_t	min_t2	p20_t2	p40_t2	p60_t2	p80_t2	max_t2
1999	99	3	8	0	5	8	13	18	41	0	5	8	13	18	41
1999	99	3	99	55	62	65	68	71	78	68	75	77	79	82	84
1999	99	99	1	6	10	13	15	21	33	9	18	22	26	31	46
1999	99	99	2	28	36	40	45	51	61	45	52	58	61	64	70
1999	99	99	3	42	56	60	67	75	81	69	77	79	82	85	89
1999	99	99	4	48	61	68	71	77	84	69	78	80	82	86	90
1999	99	99	5	54	63	68	70	74	82	70	75	77	80	82	86
1999	99	99	6	45	55	60	64	66	75	52	62	66	69	72	81
1999	99	99	7	25	30	35	37	40	48	28	34	38	40	43	52
1999	99	99	8	0	1	1	2	2	6	0	1	2	2	2	6
1999	99	99	99	31	38	40	45	48	55	38	48	50	52	54	61
2000	1	1	1	0	11	16	25	33	46	0	20	26	34	42	64
2000	1	1	2	29	56	64	71	81	100	35	75	80	90	94	100
2000	1	1	3	31	61	70	77	82	97	31	80	86	91	96	100
2000	1	1	4	47	67	76	81	87	100	71	84	89	91	95	100
2000	1	1	5	60	76	81	85	89	98	80	88	91	93	95	99
2000	1	1	6	66	73	79	84	87	97	74	83	87	89	92	98
2000	1	1	7	32	42	50	55	59	70	32	50	55	60	64	71
2000	1	1	8	0	1	1	2	2	7	0	1	1	2	2	7
2000	1	1	99	33	38	41	44	47	54	36	44	47	49	52	63
2000	1	2	1	3	14	19	23	30	43	11	20	26	32	37	52
2000	1	2	2	34	45	51	56	61	73	46	56	62	65	69	81
2000	1	2	3	63	75	79	87	91	96	80	89	91	94	96	99
2000	1	2	4	78	85	89	93	95	99	91	95	97	98	99	100
2000	1	2	5	76	86	90	93	95	99	92	94	96	97	98	100
2000	1	2	6	72	81	87	89	92	98	82	89	91	94	96	100
2000	1	2	7	33	55	60	67	72	89	40	60	65	72	77	92
2000	1	2	8	0	0	1	3	7	30	0	0	1	3	7	30
2000	1	2	99	54	63	67	72	75	80	66	73	76	78	79	84
2000	1	3	1	0	0	15	47	57	100	0	0	37	56	100	100
2000	1	3	2	7	36	42	46	60	81	21	50	55	62	71	90
2000	1	3	3	38	64	68	73	78	90	58	79	84	87	91	98
2000	1	3	4	75	85	89	92	94	100	91	94	96	98	99	100
2000	1	3	5	87	94	95	97	98	100	95	98	98	99	100	100
2000	1	3	6	77	91	94	97	98	100	81	93	96	98	100	100
2000	1	3	7	40	62	66	71	80	100	45	63	67	74	83	100
2000	1	3	8	0	5	12	14	21	54	0	5	12	14	21	54
2000	1	3	99	68	73	76	78	81	87	75	81	83	85	87	90
2000	1	99	1	5	17	19	22	29	42	10	23	26	32	38	53
2000	1	99	2	41	46	52	56	61	72	52	59	64	67	70	78
2000	1	99	3	62	71	76	81	85	91	77	86	89	90	92	96
2000	1	99	4	72	82	87	91	93	96	87	94	95	96	98	99
2000	1	99	5	76	84	89	92	94	98	91	94	95	96	97	99
2000	1	99	6	74	80	84	88	91	97	81	87	90	92	93	98
2000	1	99	7	40	48	53	58	62	75	46	54	58	63	66	80
2000	1	99	8	0	2	2	3	3	8	0	2	2	3	4	8
2000	1	99	99	50	54	57	62	63	69	55	62	64	67	69	75
2000	6	1	1	0	0	5	10	16	32	0	4	13	26	34	70
2000	6	1	2	0	15	32	41	53	100	0	34	55	68	79	100
2000	6	1	3	0	22	30	40	52	100	22	34	46	54	64	100
2000	6	1	4	0	20	26	36	50	80	0	35	46	54	63	100
2000	6	1	5	16	28	33	40	45	60	32	41	47	50	55	65
2000	6	1	6	7	19	30	33	38	60	7	28	35	41	44	69
2000	6	1	7	0	11	14	17	21	47	0	14	16	18	23	49
2000	6	1	8	0	0	1	1	1	7	0	0	1	1	1	7
2000	6	1	99	6	12	13	15	17	28	12	16	17	20	22	30
2000	6	2	1	1	6	8	11	18	25	6	12	16	19	28	37
2000	6	2	2	15	26	32	36	44	63	30	42	47	52	57	69
2000	6	2	3	25	42	49	56	61	78	37	64	67	71	78	89
2000	6	2	4	25	42	47	53	57	69	48	59	64	66	70	82
2000	6	2	5	27	39	45	50	57	71	45	55	57	64	68	78
2000	6	2	6	17	36	41	47	49	65	27	45	49	54	60	75
2000	6	2	7	6	16	23	29	33	52	6	18	26	31	34	53
2000	6	2	8	0	0	0	1	4	31	0	0	0	1	4	31
2000	6	2	99	24	32	36	40	43	53	39	46	48	51	53	61
2000	6	3	1	0	0	15	33	64	100	0	22	45	78	100	100
2000	6	3	2	15	28	35	40	49	64	41	55	61	65	72	86
2000	6	3	3	31	51	56	65	77	87	67	79	85	88	90	93
2000	6	3	4	54	66	70	75	82	96	67	82	85	88	91	100
2000	6	3	5	62	70	77	80	84	89	69	83	86	88	91	95
2000	6	3	6	63	72	76	81	87	95	68	76	81	85	90	99
2000	6	3	7	19	41	48	56	65	100	19	41	50	57	69	100
2000	6	3	8	0	0	0	0	6	19	0	0	0	0	6	19
2000	6	3	99	51	57	61	66	69	76	68	74	77	79	81	88
2000	6	99	1	2	6	8	10	17	26	6	12	16	20	29	41
2000	6	99	2	18	30	33	38	42	57	36	48	52	56	59	67
2000	6	99	3	31	45	50	57	67	80	51	68	72	77	81	89
2000	6	99	4	31	42	52	59	62	71	51	62	69	71	74	81
2000	6	99	5	31	43	50	56	59	67	48	56	62	65	69	75
2000	6	99	6	21	30	38	43	47	63	24	38	45	50	53	71
2000	6	99	7	8	14	18	20	25	46	8	18	20	22	26	49
2000	6	99	8	0	0	1	1	1	7	0	0	1	1	1	7
2000	6	99	99	18	25	28	33	36	45	24	35	38	42	44	51
2000	99	1	1	0	9	13	19	24	38	0	15	23	33	36	57
2000	99	1	2	28	43	51	58	65	89	37	63	72	79	83	100
2000	99	1	3	11	45	50	61	66	91	30	64	70	73	79	93
2000	99	1	4	38	47	55	61	68	83	52	66	68	74	78	93
2000	99	1	5	41	51	59	63	67	75	58	65	69	71	76	81
2000	99	1	6	26	48	53	57	63	71	31	56	59	63	67	77
2000	99	1	7	8	27	32	35	37	51	8	31	35	38	40	56
2000	99	1	8	0	0	1	1	2	7	0	1	1	1	2	7
2000	99	1	99	17	24	26	28	30	38	25	27	31	33	36	43
2000	99	2	1	6	11	13	16	25	35	9	17	21	27	32	45
2000	99	2	2	28	39	42	46	53	69	42	51	55	58	63	76
2000	99	2	3	49	62	67	72	77	85	68	78	80	84	86	92
2000	99	2	4	50	64	69	73	76	85	70	77	80	82	85	92
2000	99	2	5	55	64	68	72	75	83	68	76	78	80	82	87
2000	99	2	6	48	61	65	69	73	77	61	69	73	76	78	82
2000	99	2	7	25	41	44	48	53	71	31	46	48	50	57	75
2000	99	2	8	0	0	1	3	6	18	0	0	2	4	6	18
2000	99	2	99	40	48	53	57	60	65	53	61	63	65	67	71
2000	99	3	1	0	0	20	30	61	100	0	21	39	57	78	100
2000	99	3	2	12	32	37	44	51	63	39	53	60	64	69	75
2000	99	3	3	40	56	62	68	77	88	72	78	84	87	90	95
2000	99	3	4	70	76	80	82	87	93	82	89	91	92	94	100
2000	99	3	5	79	84	86	88	90	93	84	90	92	94	94	97
2000	99	3	6	80	85	88	90	92	98	82	88	90	92	94	99
2000	99	3	7	40	54	62	65	71	91	48	56	63	69	73	91
2000	99	3	8	0	4	8	12	14	34	0	4	8	12	14	34
2000	99	3	99	61	65	69	72	75	80	74	77	80	81	83	88
2000	99	99	1	5	12	14	16	23	34	8	17	21	26	33	47
2000	99	99	2	31	40	42	47	52	64	46	55	58	61	65	73
2000	99	99	3	50	58	63	69	75	83	70	77	81	85	86	90
2000	99	99	4	54	64	69	74	77	84	73	79	81	83	87	90
2000	99	99	5	56	64	69	74	77	82	71	76	79	81	83	86
2000	99	99	6	49	56	62	65	69	76	59	64	67	70	73	80
2000	99	99	7	25	31	36	39	43	50	26	36	40	42	45	55
2000	99	99	8	0	1	1	2	2	7	0	1	1	2	2	7
2000	99	99	99	34	39	43	46	49	57	40	49	51	53	55	62
2001	1	1	1	0	10	20	27	40	64	0	18	27	37	49	67
2001	1	1	2	28	60	66	74	84	100	37	76	84	88	96	100
2001	1	1	3	39	66	74	81	84	100	51	79	85	89	94	100
2001	1	1	4	34	64	70	79	85	100	62	75	82	90	93	100
2001	1	1	5	28	75	79	85	89	97	28	83	86	91	92	97
2001	1	1	6	59	74	81	83	87	95	67	82	85	87	90	96
2001	1	1	7	33	45	50	56	63	70	33	50	55	59	64	70
2001	1	1	8	0	1	1	2	2	6	0	1	1	2	2	6
2001	1	1	99	21	38	41	44	47	53	22	41	44	48	51	59
2001	1	2	1	9	16	18	24	29	50	9	19	25	30	37	56
2001	1	2	2	37	46	51	57	61	79	44	54	60	64	68	87
2001	1	2	3	58	77	82	85	89	96	63	85	89	92	94	97
2001	1	2	4	70	85	88	91	94	98	83	94	95	97	98	100
2001	1	2	5	79	87	90	91	95	97	85	92	94	96	97	99
2001	1	2	6	74	83	87	89	91	97	82	86	91	92	94	97
2001	1	2	7	35	54	59	64	69	81	38	55	62	69	72	83
2001	1	2	8	0	0	2	4	9	29	0	0	2	4	9	29
2001	1	2	99	56	65	68	73	76	80	60	72	74	77	79	85
2001	1	3	1	0	14	41	65	100	100	0	29	51	79	100	100
2001	1	3	2	15	36	48	51	58	75	32	49	57	61	68	88
2001	1	3	3	41	63	71	76	81	92	50	73	81	86	88	100
2001	1	3	4	75	84	90	95	96	100	84	93	95	98	99	100
2001	1	3	5	86	93	95	96	98	100	92	97	98	99	100	100
2001	1	3	6	85	91	94	97	99	100	87	93	96	98	100	100
2001	1	3	7	22	61	71	75	79	96	22	62	73	77	82	96
2001	1	3	8	0	5	9	12	16	61	0	5	9	12	16	61
2001	1	3	99	69	73	77	80	83	86	75	79	82	84	86	89
2001	1	99	1	9	16	20	25	32	47	11	21	27	32	39	54
2001	1	99	2	38	49	51	58	61	75	46	58	62	65	69	84
2001	1	99	3	61	71	77	82	86	93	67	82	87	89	92	98
2001	1	99	4	75	81	87	91	92	97	84	92	94	95	97	99
2001	1	99	5	79	84	89	91	93	97	83	91	93	95	96	98
2001	1	99	6	76	80	84	87	90	96	79	86	89	91	92	97
2001	1	99	7	42	51	56	61	64	75	49	55	58	63	66	77
2001	1	99	8	0	1	2	3	3	10	0	1	2	3	3	10
2001	1	99	99	51	55	58	62	64	72	54	59	63	65	69	77
2001	6	1	1	0	0	6	10	17	100	0	5	13	20	31	100
2001	6	1	2	0	18	38	47	57	87	0	38	58	65	72	92
2001	6	1	3	0	11	34	39	54	100	0	35	48	54	73	100
2001	6	1	4	0	22	31	40	49	86	0	33	44	53	62	86
2001	6	1	5	8	30	33	41	45	62	14	38	43	47	55	70
2001	6	1	6	7	24	30	33	39	65	7	29	34	39	43	69
2001	6	1	7	2	11	15	18	21	48	2	13	17	19	22	49
2001	6	1	8	0	0	1	1	1	5	0	0	1	1	1	5
2001	6	1	99	5	11	13	15	19	28	6	14	16	18	21	30
2001	6	2	1	1	5	10	12	15	34	2	10	13	18	22	43
2001	6	2	2	11	25	30	36	44	60	14	34	41	47	54	72
2001	6	2	3	35	45	52	57	64	73	48	61	63	68	74	85
2001	6	2	4	29	41	49	54	60	78	47	51	59	62	70	85
2001	6	2	5	32	40	47	52	58	71	35	50	55	59	65	76
2001	6	2	6	29	40	42	46	51	63	30	44	48	54	56	71
2001	6	2	7	0	19	26	30	38	58	0	24	29	32	42	58
2001	6	2	8	0	0	0	1	3	12	0	0	0	1	3	12
2001	6	2	99	27	33	39	42	44	53	30	42	46	49	51	61
2001	6	3	1	0	0	19	44	68	100	0	0	41	72	100	100
2001	6	3	2	8	28	32	43	51	70	8	50	54	60	66	79
2001	6	3	3	46	57	63	70	73	90	61	74	79	82	86	95
2001	6	3	4	57	66	72	76	80	93	63	77	81	83	86	94
2001	6	3	5	64	71	73	80	82	95	69	77	82	85	87	98
2001	6	3	6	65	74	76	81	84	100	68	77	80	83	87	100
2001	6	3	7	15	43	53	59	68	100	15	43	54	60	68	100
2001	6	3	8	0	0	0	0	6	32	0	0	0	0	6	32
2001	6	3	99	52	59	63	67	70	84	63	69	74	76	78	85
2001	6	99	1	1	7	10	13	15	34	2	11	15	19	22	43
2001	6	99	2	13	27	32	38	46	60	16	41	47	52	58	73
2001	6	99	3	41	48	55	59	68	78	48	63	68	73	77	87
2001	6	99	4	36	45	53	59	64	74	44	58	62	68	72	84
2001	6	99	5	33	45	50	57	61	73	43	51	59	65	68	77
2001	6	99	6	21	34	39	44	51	66	26	38	43	49	53	71
2001	6	99	7	11	16	20	22	26	48	11	18	20	23	27	50
2001	6	99	8	0	1	1	1	1	5	0	1	1	1	1	5
2001	6	99	99	21	26	30	34	37	48	25	33	36	39	42	53
2001	99	1	1	0	8	16	20	27	63	0	14	22	29	39	63
2001	99	1	2	16	48	56	61	70	100	16	64	70	76	82	100
2001	99	1	3	7	48	57	62	73	96	10	61	68	74	85	100
2001	99	1	4	27	47	53	58	69	85	39	61	66	69	76	90
2001	99	1	5	23	51	59	63	67	79	26	61	64	69	73	84
2001	99	1	6	29	48	54	57	61	70	33	55	58	60	64	77
2001	99	1	7	11	29	32	35	38	55	11	32	34	38	41	57
2001	99	1	8	0	1	1	1	2	6	0	1	1	1	2	6
2001	99	1	99	14	23	26	28	30	38	15	26	30	32	34	42
2001	99	2	1	6	11	14	17	22	42	7	15	19	23	29	49
2001	99	2	2	28	38	41	47	52	70	34	46	51	57	59	79
2001	99	2	3	54	61	67	74	78	85	61	74	77	82	86	90
2001	99	2	4	52	66	69	73	77	85	66	74	77	80	83	92
2001	99	2	5	57	64	70	73	75	85	60	73	76	78	81	88
2001	99	2	6	56	63	66	69	73	80	60	67	70	74	77	84
2001	99	2	7	32	40	44	50	55	63	35	42	48	52	56	66
2001	99	2	8	0	0	2	3	6	19	0	0	2	3	6	19
2001	99	2	99	42	51	55	58	61	65	45	58	62	63	65	72
2001	99	3	1	0	7	33	52	79	100	0	19	51	72	90	100
2001	99	3	2	17	33	39	47	53	70	27	50	56	60	66	78
2001	99	3	3	50	60	68	72	76	88	63	74	80	83	88	94
2001	99	3	4	69	75	80	84	87	93	79	84	87	90	91	97
2001	99	3	5	77	82	84	88	89	98	82	87	89	91	93	99
2001	99	3	6	80	85	87	89	92	100	82	88	90	91	93	100
2001	99	3	7	19	57	63	68	74	97	19	59	66	69	74	97
2001	99	3	8	0	4	6	9	12	32	0	4	6	9	12	32
2001	99	3	99	60	67	70	73	76	85	71	75	78	80	81	87
2001	99	99	1	7	12	14	18	23	40	10	16	21	25	31	48
2001	99	99	2	30	39	43	47	54	67	38	50	55	58	63	76
2001	99	99	3	52	60	67	72	77	82	57	73	77	81	85	90
2001	99	99	4	56	65	71	75	79	83	64	75	78	82	85	89
2001	99	99	5	57	66	70	75	77	85	62	72	76	79	82	88
2001	99	99	6	50	58	63	65	69	75	55	64	66	69	72	81
2001	99	99	7	26	34	37	41	45	55	32	37	39	43	46	57
2001	99	99	8	0	1	1	2	2	6	0	1	1	2	2	6
2001	99	99	99	36	41	43	46	50	60	39	46	49	52	55	64
2002	1	1	1	0	14	22	27	36	100	0	22	33	38	49	100
2002	1	1	2	0	55	63	70	81	100	0	74	84	88	92	100
2002	1	1	3	23	61	72	79	87	100	46	76	82	89	93	100
2002	1	1	4	20	65	72	79	86	100	20	77	85	90	94	100
2002	1	1	5	42	73	78	82	87	95	50	82	88	90	93	100
2002	1	1	6	62	73	80	84	87	96	68	80	86	88	91	96
2002	1	1	7	37	46	52	57	62	76	38	52	55	59	63	77
2002	1	1	8	0	1	1	1	2	15	0	1	1	1	2	17
2002	1	1	99	17	36	39	43	47	53	18	39	44	48	53	58
2002	1	2	1	6	14	18	22	28	44	9	20	25	29	35	54
2002	1	2	2	32	46	50	59	63	75	35	56	60	66	72	82
2002	1	2	3	63	76	81	86	88	94	77	86	90	92	94	98
2002	1	2	4	76	83	88	90	93	100	84	93	95	96	97	100
2002	1	2	5	80	87	90	93	94	97	84	94	95	96	98	99
2002	1	2	6	78	82	87	90	92	97	79	88	90	92	95	98
2002	1	2	7	39	54	60	66	68	82	39	57	63	68	73	83
2002	1	2	8	0	0	3	5	9	21	0	0	3	5	9	21
2002	1	2	99	57	66	69	73	75	80	62	73	76	78	80	85
2002	1	3	1	0	8	45	63	93	100	0	38	58	80	100	100
2002	1	3	2	24	38	46	54	59	78	37	52	59	64	70	86
2002	1	3	3	45	68	73	76	85	90	54	82	84	86	90	97
2002	1	3	4	71	85	91	93	96	100	83	94	96	98	99	100
2002	1	3	5	83	92	94	96	98	100	91	97	98	99	100	100
2002	1	3	6	82	91	92	96	98	100	85	92	94	98	99	100
2002	1	3	7	38	60	68	75	80	100	38	63	70	77	81	100
2002	1	3	8	0	5	7	11	19	67	0	5	7	11	19	67
2002	1	3	99	67	74	77	80	83	86	76	79	82	85	87	90
2002	1	99	1	6	16	21	24	30	42	9	20	26	32	39	50
2002	1	99	2	39	50	53	58	62	73	44	60	62	67	71	82
2002	1	99	3	65	73	77	81	85	90	74	84	87	90	92	95
2002	1	99	4	75	84	86	89	92	98	82	92	94	95	97	100
2002	1	99	5	80	86	88	91	93	95	82	92	94	95	96	99
2002	1	99	6	72	80	84	88	91	97	78	86	89	91	93	97
2002	1	99	7	40	52	56	60	65	73	45	57	58	63	66	75
2002	1	99	8	1	1	2	2	3	16	1	1	2	2	4	17
2002	1	99	99	50	55	59	63	64	70	53	61	64	67	69	76
2002	6	1	1	0	0	5	10	19	36	0	3	13	17	27	51
2002	6	1	2	0	19	31	43	62	100	0	39	53	64	79	100
2002	6	1	3	0	17	23	38	52	100	0	30	45	55	71	100
2002	6	1	4	6	25	33	44	53	72	11	35	46	56	64	76
2002	6	1	5	14	29	36	42	50	58	16	41	44	49	55	67
2002	6	1	6	13	23	28	35	42	61	14	31	35	39	46	64
2002	6	1	7	0	11	15	18	23	40	0	13	16	21	24	41
2002	6	1	8	0	0	0	1	1	3	0	0	0	1	1	3
2002	6	1	99	5	11	13	15	18	26	6	14	15	19	21	29
2002	6	2	1	1	5	7	11	14	28	2	8	12	17	23	37
2002	6	2	2	15	26	33	38	45	61	26	38	46	51	56	70
2002	6	2	3	27	46	52	57	66	83	43	60	67	72	76	85
2002	6	2	4	27	41	50	57	61	71	39	55	61	67	73	88
2002	6	2	5	31	42	48	53	59	70	43	53	60	64	67	77
2002	6	2	6	27	38	44	49	55	68	33	45	51	55	61	74
2002	6	2	7	11	20	24	29	35	54	11	22	27	32	36	54
2002	6	2	8	0	0	0	1	5	15	0	0	0	1	5	15
2002	6	2	99	28	34	40	42	45	55	33	45	49	51	54	62
2002	6	3	1	0	0	20	42	74	100	0	20	48	61	81	100
2002	6	3	2	16	33	39	46	53	68	38	50	56	65	73	79
2002	6	3	3	41	57	62	70	75	86	54	75	82	85	87	95
2002	6	3	4	55	67	74	77	81	89	70	79	82	86	88	95
2002	6	3	5	63	72	75	78	83	98	70	79	82	85	88	98
2002	6	3	6	56	74	78	82	87	100	64	79	83	85	91	100
2002	6	3	7	18	42	57	63	72	100	18	45	58	65	73	100
2002	6	3	8	0	0	0	2	8	100	0	0	0	2	8	100
2002	6	3	99	53	60	65	68	72	79	65	72	74	77	81	84
2002	6	99	1	1	6	9	11	14	27	3	10	13	17	23	36
2002	6	99	2	21	29	34	40	45	59	30	41	51	54	59	71
2002	6	99	3	27	49	54	60	69	78	40	66	71	75	79	90
2002	6	99	4	32	48	56	61	67	72	49	61	67	71	76	84
2002	6	99	5	34	45	53	57	63	72	43	56	60	67	69	78
2002	6	99	6	27	37	41	46	50	62	32	41	46	51	56	66
2002	6	99	7	6	16	19	23	28	42	7	19	20	25	29	44
2002	6	99	8	0	0	1	1	1	4	0	0	1	1	1	4
2002	6	99	99	20	27	30	35	38	48	24	34	38	41	44	53
2002	99	1	1	0	9	17	22	27	48	0	14	25	30	39	59
2002	99	1	2	0	48	54	60	70	93	0	63	70	78	83	100
2002	99	1	3	14	43	53	60	68	86	14	63	66	73	80	91
2002	99	1	4	11	52	57	61	68	84	14	63	69	71	77	89
2002	99	1	5	33	53	59	61	68	76	34	64	66	68	74	83
2002	99	1	6	29	49	54	57	60	72	32	55	58	61	65	75
2002	99	1	7	12	28	32	36	41	53	12	32	34	38	42	54
2002	99	1	8	0	1	1	1	2	4	0	1	1	1	2	4
2002	99	1	99	12	23	26	28	30	39	13	27	29	31	34	43
2002	99	2	1	6	11	13	16	20	35	9	14	19	22	28	46
2002	99	2	2	28	38	43	47	54	67	32	49	53	57	63	75
2002	99	2	3	49	62	69	74	78	86	60	76	80	83	85	92
2002	99	2	4	56	64	70	74	77	85	68	75	79	81	85	94
2002	99	2	5	58	67	69	74	76	83	70	74	77	81	82	88
2002	99	2	6	57	62	66	70	74	81	60	69	71	75	79	83
2002	99	2	7	31	39	45	49	53	63	32	43	46	52	56	64
2002	99	2	8	0	1	2	4	7	14	0	1	2	5	7	14
2002	99	2	99	43	50	55	58	60	67	49	61	62	65	66	73
2002	99	3	1	0	15	35	52	75	100	0	32	51	71	83	100
2002	99	3	2	19	36	41	49	53	69	39	52	58	64	71	80
2002	99	3	3	54	63	67	73	76	86	59	79	82	85	88	94
2002	99	3	4	63	77	81	84	85	93	79	87	89	91	92	95
2002	99	3	5	78	82	85	86	89	98	82	88	90	91	93	99
2002	99	3	6	77	85	87	90	92	100	81	88	90	92	94	100
2002	99	3	7	30	59	64	70	73	92	30	60	66	72	75	92
2002	99	3	8	0	4	6	8	12	56	0	4	6	8	12	56
2002	99	3	99	62	68	71	73	76	81	70	77	78	80	83	87
2002	99	99	1	6	12	15	17	22	34	9	16	20	25	30	42
2002	99	99	2	34	40	45	49	54	65	40	53	57	61	64	76
2002	99	99	3	48	60	66	71	77	82	58	76	79	82	85	91
2002	99	99	4	59	66	71	75	79	85	67	78	80	83	86	91
2002	99	99	5	57	67	70	74	78	83	63	75	78	81	83	88
2002	99	99	6	50	59	64	67	70	76	57	66	68	71	73	79
2002	99	99	7	26	33	38	41	45	55	32	37	40	44	48	56
2002	99	99	8	0	1	1	2	2	7	0	1	1	2	2	7
2002	99	99	99	35	41	44	48	52	59	39	48	51	53	56	64
2003	1	1	1	0	8	20	26	32	55	0	17	31	38	49	65
